year,state,totVotes,demVotes,demPct,demEV,gopVotes,gopPct,gopEV,VEP,VAP,pctNonCit,prison,probation,parole,felon,turntE,turntA,demPres,demVice,gopPres,gopVice,demPresBorn,demViceBorn,gopPresBorn,gopViceBorn,ageAll,age4,age17,age24,age44,age64,ageOld,ageMed,gsp,pop,white,black,native,asian,pacific,mult
2008,Washington,3036878,1750848,57.7,11,1229216,40.5,0,4561163,5032960,0.078,17926,113134,11768,80377,0.665812206,0.603398,Barack Obama,Joseph Biden,John McCain,Sarah Palin,Hawaii,Pennsylvania,Coco Solo,Idaho,,,,,,,,,322778,,,,,,,
2008,West Virginia,713362,303857,42.6,0,397466,55.7,5,1430439,1453045,0.008,6059,8283,2005,11203,0.498701448,0.490942813,Barack Obama,Joseph Biden,John McCain,Sarah Palin,Hawaii,Pennsylvania,Coco Solo,Idaho,,,,,,,,,61652,,,,,,,
2008,Wisconsin,2983417,1677211,56.2,10,1262393,42.3,0,4120694,4306876,0.03,23379,50418,18105,57641,0.724008383,0.692710215,Barack Obama,Joseph Biden,John McCain,Sarah Palin,Hawaii,Pennsylvania,Coco Solo,Idaho,,,,,,,,,240429,,,,,,,
2008,Wyoming,256035,82868,32.4,0,164958,64.4,3,405732,418040,0.017,2084,5438,727,5167,0.63104463,0.612465314,Barack Obama,Joseph Biden,John McCain,Sarah Palin,Hawaii,Pennsylvania,Coco Solo,Idaho,,,,,,,,,35310,,,,,,,
2008,Totals,131278107,69456897,52.9,365,59934814,45.7,173,213313508,230872030,0.084,1605448,2451085,627680,3144831,0.615423319,0.568618498,Barack Obama,Joseph Biden,John McCain,Sarah Palin,Hawaii,Pennsylvania,Coco Solo,Idaho,,,,,,,,,14369100,,,,,,,
2004,Alabama,1883449,693933,36.8,0,1176394,62.5,9,3292608,3427542,0.019,26521,36795,7745,52664,0.572023454,0.54950428,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Alaska,312598,111025,35.5,0,190889,61.1,3,452124,476378,0.04,4515,5547,951,8240,0.69139882,0.656197389,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Arizona,2012585,893524,44.4,0,1104294,54.9,10,3717055,4215706,0.115,31631,69343,5671,71974,0.541446118,0.47740165,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Arkansas,1054945,469953,44.5,0,572898,54.3,6,1969208,2072986,0.028,13477,29128,14844,42885,0.535720452,0.50890117,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,California,12421852,6745485,54.3,55,5509826,44.4,0,21132533,26246548,0.188,166053,0,110261,276314,0.587807056,0.473275648,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Colorado,2130330,1001732,47,0,1101255,51.7,9,3192647,3443164,0.075,19756,0,7383,27139,0.667261367,0.618712905,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Connecticut,1578769,857488,54.3,7,693826,43.9,0,2429634,2652587,0.073,20018,0,2552,22570,0.649797048,0.595180856,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Delaware,375190,200152,53.3,3,171660,45.8,0,584817,635370,0.047,6973,18725,539,16875,0.641551118,0.590506319,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Dist. of Col.,227586,202970,89.2,3,21256,9.3,0,419142,458758,0.1,0,0,0,0,0.54298066,0.496091621,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Florida,7609810,3583544,47.1,0,3964522,52.1,27,11811921,13643828,0.112,84733,281170,4888,230206,0.644248298,0.55774743,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Georgia,3301875,1366149,41.4,0,1914254,58,15,5878186,6499325,0.068,48625,419350,23344,281644,0.561716659,0.508033527,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Hawaii,429013,231708,54,4,194191,45.3,0,889540,982882,0.079,5946,0,0,5946,0.48228635,0.436484746,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Idaho,598447,181098,30.3,0,409235,68.4,4,946160,1016255,0.041,6312,44580,2370,30972,0.632500846,0.588874839,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Illinois,5274322,2891550,54.8,21,2345946,44.5,0,8576696,9391420,0.09,44379,0,0,44379,0.614959653,0.561610704,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Indiana,2468002,969011,39.3,0,1479438,59.9,11,4504260,4660157,0.027,23760,0,0,23760,0.547926185,0.52959632,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Iowa,1506908,741898,49.2,0,751957,49.9,7,2156389,2239979,0.026,8611,22832,3317,23344,0.698810836,0.672733093,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Kansas,1187756,434993,36.6,0,736456,62,6,1928764,2032763,0.043,9152,14309,4525,20832,0.615811992,0.584306188,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Kentucky,1795882,712733,39.7,0,1069439,59.5,8,3057741,3157464,0.017,17763,33286,8006,42412,0.587323125,0.568773547,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Louisiana,1943106,820299,42.2,0,1102169,56.7,9,3182762,3379937,0.018,36745,38470,24387,80367,0.610509363,0.574894147,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Maine,740752,396842,53.6,4,330201,44.6,0,1003792,1022043,0.016,0,0,0,0,0.73795368,0.724775768,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Maryland,2386678,1334493,55.9,10,1024703,42.9,0,3797264,4179376,0.072,23727,76676,14351,76416,0.628525696,0.571060847,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Massachusetts,2912388,1803800,61.9,12,1071109,36.8,0,4533859,4935787,0.084,10365,0,0,10365,0.642364044,0.590055446,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Michigan,4839252,2479183,51.2,17,2313746,47.8,0,7263024,7508568,0.034,48591,0,0,48591,0.666286109,0.644497326,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Minnesota,2828387,1445014,51.1,9,1346695,47.6,0,3609185,3819020,0.039,8613,114226,3872,69598,0.783663625,0.740605443,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Mississippi,1152145,458094,39.8,0,684981,59.5,6,2068766,2133681,0.012,20429,21324,1979,33070,0.556923789,0.539979969,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Missouri,2731364,1259171,46.1,0,1455713,53.3,11,4180960,4339414,0.019,30775,53832,17400,75091,0.653286327,0.629431532,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Montana,450445,173710,38.6,0,266063,59.1,3,699114,711858,0.01,3800,0,0,3800,0.644308367,0.632773671,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Nebraska,778186,254328,32.7,0,512814,65.9,5,1236522,1305430,0.04,4042,17994,805,13844,0.629334537,0.59611469,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Nevada,829587,397190,47.9,0,418690,50.5,5,1501437,1776962,0.132,10971,12521,3610,20842,0.552528678,0.466856916,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,New Hampshire,677738,340511,50.2,4,331237,48.9,0,956422,984422,0.032,2441,0,0,2441,0.708618162,0.688462875,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,New Jersey,3611691,1911430,52.9,15,1670003,46.2,0,5663201,6513394,0.117,28107,143315,14180,113945,0.637747274,0.554502154,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,New Mexico,756304,370942,49,0,376930,49.8,5,1282767,1411419,0.074,6341,17725,2676,17880,0.589587977,0.535846549,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,New York,7391036,4314280,58.4,31,2962567,40.1,0,12738056,14598898,0.126,64596,0,54524,119120,0.580232651,0.506273556,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,North Carolina,3501007,1525849,43.6,0,1961166,56,15,6055771,6505150,0.053,34917,111537,2882,93568,0.578127376,0.538190049,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,North Dakota,312833,111052,35.5,0,196651,62.9,3,482722,496479,0.013,1266,0,0,1266,0.648060374,0.630103187,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Ohio,5627908,2741167,48.7,0,2859768,50.8,20,8427696,8624277,0.02,44770,0,0,44770,0.667787258,0.652565774,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Oklahoma,1463758,503966,34.4,0,959792,65.6,7,2510823,2649994,0.034,24767,28435,4329,43314,0.582979366,0.55236276,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Oregon,1836782,943163,51.3,7,866831,47.2,0,2550887,2736472,0.068,13219,0,0,13219,0.7200562,0.671222655,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Pennsylvania,5769590,2938095,50.9,21,2793847,48.4,0,9221962,9554349,0.027,40692,0,0,40692,0.625635846,0.603870552,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Rhode Island,437134,259765,59.4,4,169046,38.7,0,747046,827513,0.076,3701,26085,368,17112,0.585150044,0.528250311,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,South Carolina,1617730,661699,40.9,0,937974,58,8,3055098,3198733,0.027,24173,38856,2217,45818,0.529518202,0.505740867,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,South Dakota,388215,149244,38.4,0,232584,59.9,3,569161,576472,0.014,3101,0,0,3101,0.682082926,0.673432534,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Tennessee,2437319,1036477,42.5,0,1384375,56.8,11,4328446,4496929,0.026,25834,47392,8410,57940,0.563093313,0.541996327,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Texas,7410765,2832704,38.2,0,4526917,61.1,34,13796256,16284659,0.125,169110,428773,102072,485569,0.53715769,0.455076462,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Utah,927844,241199,26,0,663742,71.5,5,1574463,1664066,0.068,5802,0,0,5802,0.589308228,0.557576442,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Vermont,312309,184067,58.9,3,121180,38.8,0,470754,480053,0.021,0,0,0,0,0.663422934,0.650571916,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Virginia,3198367,1454742,45.5,0,1716959,53.7,13,5277156,5699175,0.062,35472,43470,4392,61599,0.606077781,0.561198244,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Washington,2859084,1510201,52.8,11,1304894,45.6,0,4272914,4683829,0.074,16559,125222,120,79290,0.669118077,0.610415965,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,West Virginia,755887,326541,43.2,0,423778,56.1,5,1396545,1425689,0.006,4980,6977,1216,9685,0.541255026,0.530190666,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Wisconsin,2997007,1489504,49.7,10,1478120,49.3,0,4006948,4172068,0.027,22905,54970,13883,64273,0.747952556,0.718350468,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Wyoming,243428,70776,29.1,0,167629,68.9,3,370785,386796,0.017,1923,4418,563,4695,0.656520625,0.629344667,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2004,Totals,122295345,59028444,48.3,251,62040610,50.7,286,203483455,220336019,0.082,1490169,2387283,474632,3158443,0.60100879,0.555040186,John Kerry,John Edwards,George W. Bush,Richard Cheney,Colorado,South Carolina,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Alabama,1666272,692611,41.6,0,941173,56.5,9,3241682,3334576,0.015,26225,40178,5484,51798,0.514014638,0.499695314,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Alaska,285560,79004,27.7,0,167398,58.6,3,419111,440296,0.034,4173,4779,525,7088,0.681346946,0.648563694,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Arizona,1532016,685341,44.7,0,781652,51,8,3357701,3816498,0.103,26510,59810,3474,59889,0.456269334,0.401419312,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Arkansas,921781,422768,45.9,0,472940,51.3,6,1925961,2001774,0.023,11915,28409,8659,34779,0.478608341,0.460482052,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,California,10965856,5861203,53.4,54,4567429,41.7,0,19685258,24867252,0.188,163001,0,117647,280648,0.557059298,0.440975786,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Colorado,1741368,738227,42.4,0,883748,50.8,8,3026316,3246521,0.067,16833,0,5500,22333,0.575408516,0.536379712,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Connecticut,1459525,816015,55.9,8,561094,38.4,0,2357687,2575243,0.066,18355,47636,1868,44041,0.619049518,0.566752341,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Delaware,327622,180068,55,3,137288,41.9,0,554863,594256,0.039,6921,20052,579,17526,0.590455662,0.551314585,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Dist. of Col.,201894,171923,85.2,2,18073,9,0,416696,458301,0.102,7456,0,0,7456,0.48451149,0.440527077,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Florida,5963110,2912253,48.8,0,2912790,48.8,25,10667193,12475387,0.104,71319,296139,5982,225371,0.559013979,0.477989981,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Georgia,2596645,1116230,43,0,1419720,54.7,13,5639668,6087332,0.059,44232,321407,21556,226492,0.460425153,0.426565366,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Hawaii,367951,205286,55.8,4,137845,37.5,0,832642,923737,0.081,5053,0,0,5053,0.441907807,0.398328745,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Idaho,501621,138637,27.6,0,336937,67.2,4,877406,935443,0.038,5535,35103,1409,24496,0.571709106,0.53623898,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Illinois,4742123,2589026,54.6,22,2019421,42.6,0,8432600,9208908,0.087,45281,0,0,45281,0.562355976,0.514949547,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Indiana,2199302,901980,41,0,1245836,56.6,12,4424909,4527523,0.023,20125,0,0,20125,0.497027622,0.485762745,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Iowa,1315563,638517,48.5,7,634373,48.2,0,2082950,2199529,0.024,7955,21147,2763,21292,0.631586452,0.598111232,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Kansas,1072218,399276,37.2,0,622332,58,6,1927950,1983933,0.039,8344,0,3829,12173,0.556144091,0.540450711,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Kentucky,1544187,638898,41.4,0,872492,56.5,8,2955628,3059582,0.015,14919,19620,4614,29343,0.52245648,0.504705218,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Louisiana,1765656,792344,44.9,0,927871,52.6,9,3130267,3260060,0.016,35207,35854,22860,75994,0.564059232,0.541602302,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Maine,651817,319951,49.1,4,286616,44,0,969292,979314,0.015,0,0,0,0,0.67246712,0.665585297,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Maryland,2020480,1140782,56.5,10,813797,40.3,0,3649631,3972224,0.064,23538,81523,13666,77966,0.553612132,0.50865208,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Massachusetts,2702984,1616487,59.8,12,878502,32.5,0,4517052,4870470,0.08,0,0,0,0,0.598395591,0.554973955,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Michigan,4232711,2170418,51.3,18,1953139,46.1,0,7070702,7370524,0.033,47718,0,0,47718,0.598626699,0.574275452,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Minnesota,2438685,1168266,47.9,10,1109659,45.5,0,3506432,3662005,0.037,6238,115906,3072,67263,0.695489033,0.665942564,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Mississippi,994184,404614,40.7,0,572844,57.6,7,2024650,2076861,0.01,20241,15118,1596,29396,0.491039933,0.478695493,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Missouri,2359892,1111138,47.1,0,1189924,50.4,11,4052255,4190073,0.018,27382,53299,12563,66595,0.582365128,0.563210235,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Montana,410997,137126,33.4,0,240178,58.4,3,667525,676065,0.009,3105,0,0,3105,0.615702783,0.607925273,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Nebraska,697019,231780,33.3,0,433862,62.2,5,1224178,1266496,0.034,3895,21483,476,15113,0.569377166,0.550352311,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Nevada,608970,279978,46,0,301575,49.5,4,1346116,1523209,0.118,10063,12189,4056,20214,0.452390433,0.399794119,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,New Hampshire,569081,266348,46.8,0,273559,48.1,4,890622,934176,0.027,2257,0,0,2257,0.638970293,0.609179641,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,New Jersey,3187226,1788850,56.1,15,1284173,40.3,0,5601788,6356954,0.11,29784,130610,11709,106798,0.568965837,0.501376288,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,New Mexico,598605,286783,47.9,5,286417,47.8,0,1234088,1318129,0.064,5342,10461,1670,12243,0.485058602,0.454132335,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,New York,6821999,4107697,60.2,33,2403374,35.2,0,12380208,14344348,0.127,70198,0,57858,128056,0.551040742,0.475587946,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,North Carolina,2911262,1257692,43.2,0,1631163,56,14,5744241,6143214,0.046,31532,105949,3352,87859,0.506814042,0.473898842,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,North Dakota,288256,95284,33.1,0,174852,60.7,3,477968,482078,0.012,1076,0,0,1076,0.603086399,0.597944731,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Ohio,4701998,2183628,46.4,0,2350363,50,21,8295592,8487355,0.018,45833,0,0,45833,0.566806805,0.554000392,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Oklahoma,1234229,474276,38.4,0,744337,60.3,8,2475220,2568304,0.029,23181,30969,1825,40491,0.498634061,0.480561881,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Oregon,1533968,720342,47,7,713577,46.5,0,2364402,2595354,0.064,10580,0,0,10580,0.648776308,0.591043842,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Pennsylvania,4913119,2485967,50.6,23,2281127,46.4,0,9086897,9375146,0.024,36847,0,0,36847,0.540681709,0.524057865,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Rhode Island,409047,249508,61,4,130555,31.9,0,753877,804417,0.069,3286,20922,331,14078,0.542591165,0.508501188,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,South Carolina,1382717,565561,40.9,0,785937,56.8,8,2944326,3025380,0.022,21778,44632,4378,48472,0.469620891,0.457039116,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,South Dakota,316269,118804,37.6,0,190700,60.3,3,548498,554875,0.012,2616,0,0,2616,0.576609213,0.569982428,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
2000,Tennessee,2076181,981720,47.3,0,1061949,51.1,11,4162996,4316391,0.022,22166,40682,8093,50600,0.498722795,0.480999289,"Albert Gore, Jr.",Joseph Lieberman,George W. Bush,Richard Cheney,Dist. of Col.,Connecticut,Connecticut,Nebraska,,,,,,,,,,,,,,,,
